Time,Open,High,Low,Close,Volume
01-10-2021 10:55,926.8,927.4,926.7,926.7,413
01-10-2021 10:56,926.85,927.5,926.7,926.85,647
01-10-2021 10:57,926.9,926.9,926.7,926.7,107
01-10-2021 10:58,926.75,927,926.75,927,222
01-10-2021 10:59,927.2,927.5,926.9,927.5,207
01-10-2021 11:00,927.5,928.45,927.05,927.65,398
01-10-2021 11:01,927.65,928.4,927.45,928.4,429
01-10-2021 11:02,928.15,928.15,927.45,927.45,127
01-10-2021 11:03,927.6,927.6,925,925,3411
01-10-2021 11:04,925.55,926.05,925,925.65,774
01-10-2021 11:05,925.15,925.5,925.15,925.15,70
01-10-2021 11:06,925.45,925.65,925.15,925.65,220
01-10-2021 11:07,926,926.75,926,926.65,106
01-10-2021 11:08,926.65,926.65,925.9,925.9,232
01-10-2021 11:09,925.95,926,925.7,925.9,77
01-10-2021 11:10,926.1,926.25,925.25,925.35,633
01-10-2021 11:11,925.95,925.95,925.95,925.95,115
01-10-2021 11:12,925.95,925.95,925.45,925.85,61
01-10-2021 11:13,925.95,926.4,925.95,926,413
01-10-2021 11:14,926,926.45,925.25,925.7,573
01-10-2021 11:15,925.85,926,925.6,926,34
01-10-2021 11:16,925.95,926.35,925.95,926.35,608
01-10-2021 11:17,926.35,926.9,926.25,926.6,846
01-10-2021 11:18,926.25,927.15,926.25,927.15,426
01-10-2021 11:19,926.4,926.85,926.1,926.7,136
01-10-2021 11:20,926.7,926.7,926.1,926.6,94
01-10-2021 11:21,927.45,927.45,926.85,927.4,459
01-10-2021 11:22,927.4,927.55,926.95,926.95,145
01-10-2021 11:23,927.55,927.55,927,927.3,111
01-10-2021 11:24,927,927.2,927,927.2,150
01-10-2021 11:25,927.2,927.2,926,926,715
01-10-2021 11:26,926,926,925.4,925.45,809
01-10-2021 11:27,925.3,925.4,924.6,924.6,822
01-10-2021 11:28,924.6,926.75,924.6,926,255
01-10-2021 11:29,926.05,926.7,926.05,926.15,80
01-10-2021 11:30,926.15,926.45,926.1,926.1,70
01-10-2021 11:31,926,926.05,925.7,925.75,213
01-10-2021 11:32,925.8,925.8,925.7,925.7,165
01-10-2021 11:33,925.75,927.15,925.6,925.65,1123
01-10-2021 11:34,926.35,926.35,925.65,925.65,51
01-10-2021 11:35,925.6,927.05,925.1,926.6,235
01-10-2021 11:36,926.05,926.6,926.05,926.05,18
01-10-2021 11:37,926.05,926.05,925.4,926,240
01-10-2021 11:38,926.9,927.4,926.55,927.4,405
01-10-2021 11:39,927.1,927.55,926.75,927.55,114
01-10-2021 11:40,927.55,927.8,927.4,927.7,568
01-10-2021 11:41,927.2,927.45,926.95,927,170
01-10-2021 11:42,927,927,926,926,292
01-10-2021 11:43,926.3,926.3,926.1,926.1,11
01-10-2021 11:44,926,926.1,926,926.1,104
01-10-2021 11:45,926.05,926.05,925.65,926,63
01-10-2021 11:46,925.6,925.6,925.25,925.25,466
01-10-2021 11:47,925.6,926,925.2,926,602
01-10-2021 11:48,925.5,925.5,924,924.15,775
01-10-2021 11:49,924.15,924.15,923.1,923.5,1191
01-10-2021 11:50,923.45,925,923.4,924.4,2162
01-10-2021 11:51,924.3,924.3,923,923,674
01-10-2021 11:52,923,923.4,923,923.3,258
01-10-2021 11:53,923.3,923.3,923,923.3,613
01-10-2021 11:54,923,923,922.5,922.8,1694
01-10-2021 11:55,923,923.3,922.9,923.25,771
01-10-2021 11:56,923.25,924.75,922.5,924.75,3672
01-10-2021 11:57,924.85,924.85,924,924,2765
01-10-2021 11:58,924,924.25,924,924,456
01-10-2021 11:59,924,924.2,924,924.2,53
01-10-2021 12:00,924,924.2,924,924.2,155
01-10-2021 12:01,924.2,924.2,924,924.2,82
01-10-2021 12:02,924,924.2,924,924.1,355
01-10-2021 12:03,924.05,924.05,924,924.05,785
01-10-2021 12:04,924,924.05,924,924,2110
01-10-2021 12:05,924,925,924,924.35,2449
01-10-2021 12:06,924.8,925,924.75,925,10009
01-10-2021 12:07,923.25,926.7,923.15,926.7,3764
01-10-2021 12:08,926.25,927,926.25,927,500
01-10-2021 12:09,927.05,927.45,927,927.45,660
01-10-2021 12:10,927.15,928.35,927.15,927.45,722
01-10-2021 12:11,927.45,927.45,927.1,927.45,198
01-10-2021 12:12,927.45,928,927.45,928,182
01-10-2021 12:13,928.3,928.75,927.85,928.25,516
01-10-2021 12:14,928.2,928.7,928.15,928.6,270
01-10-2021 12:15,928.6,928.6,927.5,927.65,180
01-10-2021 12:16,927.65,928.2,927.5,928,189
01-10-2021 12:17,928,928.3,928,928.2,135
01-10-2021 12:18,928.3,929.2,928.3,929,1787
01-10-2021 12:19,929.5,930,929.1,929.5,630
01-10-2021 12:20,929.5,929.95,929.25,929.6,440
01-10-2021 12:21,929.95,931.5,929.5,931.5,1911
01-10-2021 12:22,930.3,933.55,930.3,933.25,3745
01-10-2021 12:23,932.9,933.8,932.7,933.25,955
01-10-2021 12:24,933.85,934,933.3,933.4,1946
01-10-2021 12:25,932.4,933.55,931.8,933.5,2126
01-10-2021 12:26,932.95,933.8,932.85,933,835
01-10-2021 12:27,933.5,933.5,932.95,933.2,450
01-10-2021 12:28,933.2,933.8,932.85,933.7,596
01-10-2021 12:29,933.65,933.95,933.25,933.25,1045
01-10-2021 12:30,933.65,934.9,933.4,934.8,4315
01-10-2021 12:31,934.85,934.85,934.15,934.8,1222
01-10-2021 12:32,934.8,934.8,933.55,934,720
01-10-2021 12:33,934,934,932.3,933,956
01-10-2021 12:34,933.3,933.55,932.75,933.05,842
01-10-2021 12:35,933.6,933.6,932.9,933,372
01-10-2021 12:36,933,933.05,932.5,932.5,778
01-10-2021 12:37,932.95,932.95,932.5,932.95,473
01-10-2021 12:38,932.95,932.95,932.5,932.95,287
01-10-2021 12:39,932.95,932.95,932.5,932.95,518
01-10-2021 12:40,932.95,932.95,932.5,932.95,364
01-10-2021 12:41,932.9,934,932.9,933.55,917
01-10-2021 12:42,933.9,933.9,932.9,933.7,488
01-10-2021 12:43,933.45,934,933.4,934,235
01-10-2021 12:44,934.5,934.5,933.55,934.2,1502
01-10-2021 12:45,933.7,934.5,933.45,934.5,1036
01-10-2021 12:46,934.3,936,934.3,936,7516
01-10-2021 12:47,936,936.5,935.6,936.4,3849
01-10-2021 12:48,936.45,936.5,935.65,935.95,630
01-10-2021 12:49,935.95,937.5,935.3,937.5,2518
01-10-2021 12:50,937.65,937.85,934.5,935,8179
01-10-2021 12:51,934.9,935,934.5,934.6,1306
01-10-2021 12:52,933.95,933.95,932.45,932.8,11541
01-10-2021 12:53,932.45,934,932.45,933.85,788
01-10-2021 12:54,933.85,934,933.1,934,813
01-10-2021 12:55,933.6,934.8,933.6,934.5,725
01-10-2021 12:56,934.1,934.3,933.15,933.2,435
01-10-2021 12:57,934.95,934.95,933.8,934.5,865
01-10-2021 12:58,933.85,934.5,933.8,934.5,763
01-10-2021 12:59,934.4,934.4,933.55,933.65,83
01-10-2021 13:00,934.25,934.25,933.65,934.05,76
01-10-2021 13:01,934,934.55,933,934.25,2335
01-10-2021 13:02,933.65,934.35,933.65,933.85,491
01-10-2021 13:03,933.85,933.85,933.8,933.8,141
01-10-2021 13:04,933.8,936,933.65,936,3010
01-10-2021 13:05,935.95,935.95,935.1,935.25,118
01-10-2021 13:06,935.25,935.6,935.15,935.5,490
01-10-2021 13:07,935.5,935.75,935.3,935.3,201
01-10-2021 13:08,935.55,935.55,935.3,935.45,155
01-10-2021 13:09,935.65,935.65,935.3,935.3,330
01-10-2021 13:10,936.25,938,936.25,937.05,7314
01-10-2021 13:11,937.95,937.95,936.1,936.15,713
01-10-2021 13:12,936.5,936.7,936.45,936.45,247
01-10-2021 13:13,935.8,936.35,935.8,935.8,355
01-10-2021 13:14,935.8,937,935.8,937,1143
01-10-2021 13:15,937,937,935.8,935.8,328
01-10-2021 13:16,935.8,935.8,934.3,934.3,985
01-10-2021 13:17,934.85,935.8,934.7,935.4,727
01-10-2021 13:18,935.4,935.4,934.55,934.55,1044
01-10-2021 13:19,934.5,935.4,934.4,935.4,614
01-10-2021 13:20,935.9,938,935.8,938,5857
01-10-2021 13:21,937.2,938,937.05,938,1271
01-10-2021 13:22,937.6,938,937.4,937.7,1281
01-10-2021 13:23,937.7,939.45,937.5,938.95,4680
01-10-2021 13:24,938.95,939.95,938.45,939.25,1923
01-10-2021 13:25,939.4,941.45,939.4,941.2,10212
01-10-2021 13:26,941,941.55,940.1,941.5,3034
01-10-2021 13:27,942,943,941.35,943,7005
01-10-2021 13:28,942.85,943,941.95,942.6,2919
01-10-2021 13:29,942.9,944,942.2,943.35,6475
01-10-2021 13:30,942.25,944,942.25,944,6131
01-10-2021 13:31,943.9,944,943.25,944,4227
01-10-2021 13:32,944,945,943,943,10071
01-10-2021 13:33,943.75,943.75,942.25,943,3758
01-10-2021 13:34,943.1,944,942.65,943.4,2115
01-10-2021 13:35,943.4,944,943.05,943.6,5148
01-10-2021 13:36,943.1,944.65,943.05,944.6,2810
01-10-2021 13:37,944.65,944.95,943.65,943.95,1963
01-10-2021 13:38,944,944,943.15,943.4,1517
01-10-2021 13:39,943.25,944.7,943.2,944.45,2411
01-10-2021 13:40,944.45,944.5,944.15,944.15,3484
01-10-2021 13:41,944.15,944.5,943.2,944.05,3113
01-10-2021 13:42,944.7,944.85,944.1,944.85,2406
01-10-2021 13:43,944.15,948,944.15,947.95,16020
01-10-2021 13:44,947.55,947.6,945.4,946.8,4635
01-10-2021 13:45,947,947.6,946.4,947.35,3181
01-10-2021 13:46,947.4,948,947,948,3722
01-10-2021 13:47,948,948,946.35,946.35,6971
01-10-2021 13:48,946.7,947,945.8,945.8,3182
01-10-2021 13:49,945.8,945.8,944.85,945.55,1847
01-10-2021 13:50,946.05,947.95,946.05,947.8,5404
01-10-2021 13:51,947.8,949.8,947.75,949.6,17517
01-10-2021 13:52,949.1,949.8,948.75,949.5,11818
01-10-2021 13:53,949.5,949.8,949,949.05,5368
01-10-2021 13:54,949,949.45,948.75,948.75,2113
01-10-2021 13:55,948.75,948.75,945.2,947.1,8111
01-10-2021 13:56,947.4,947.4,944.8,945.3,6476
01-10-2021 13:57,945.15,946.75,944.2,946,5035
01-10-2021 13:58,945.85,946.5,945,945.45,916
01-10-2021 13:59,945.55,945.9,943.65,944.5,1991
01-10-2021 14:00,944.5,945.3,944.3,945,1937
01-10-2021 14:01,944.05,944.95,943.45,943.8,2831
01-10-2021 14:02,943.8,944.25,941.75,941.75,4677
01-10-2021 14:03,941.5,942,941.05,941.75,1032
01-10-2021 14:04,942,943.6,941.75,942.6,1982
01-10-2021 14:05,942.85,943,941.65,941.75,896
01-10-2021 14:06,942.15,942.25,941.7,942.25,810
01-10-2021 14:07,942.1,942.25,942,942.2,615
01-10-2021 14:08,942.2,942.25,942,942,785
01-10-2021 14:09,942.1,942.1,941.3,941.5,984
01-10-2021 14:10,941.8,942.25,941.35,941.35,1444
01-10-2021 14:11,941.95,942.25,941.55,942,662
01-10-2021 14:12,942.05,942.25,941.45,942,456
01-10-2021 14:13,942,942,941.65,942,576
01-10-2021 14:14,941.7,942.25,941.7,942.05,1240
01-10-2021 14:15,942,943.5,942,942.35,2691
01-10-2021 14:16,942,943.65,942,943.2,1191
01-10-2021 14:17,942.35,942.9,942.35,942.65,1008
01-10-2021 14:18,942.7,943.2,942.7,943.05,274
01-10-2021 14:19,943.05,944,943,944,816
01-10-2021 14:20,944,945.3,944,944.65,3890
01-10-2021 14:21,945.3,946,944.2,945.95,6123
01-10-2021 14:22,945.1,945.6,944.15,945,1502
01-10-2021 14:23,944.95,944.95,942.5,942.9,563
01-10-2021 14:24,942.6,943.25,942.55,943.25,398
01-10-2021 14:25,945,946.3,943.8,946.3,7741
01-10-2021 14:26,945.65,946,945.4,946,1986
01-10-2021 14:27,946,946.3,945.5,945.5,914
01-10-2021 14:28,945.95,946,945.15,945.15,1455
01-10-2021 14:29,945.15,945.5,945.15,945.25,956
01-10-2021 14:30,945.05,945.35,944.35,944.35,266
01-10-2021 14:31,944.75,945,944,944,1285
01-10-2021 14:32,944.65,945.75,944.45,944.45,1193
01-10-2021 14:33,944.8,944.8,943.25,943.25,1081
01-10-2021 14:34,943.6,944,942.3,943,1380
01-10-2021 14:35,943,943.75,943,943.75,263
01-10-2021 14:36,943.05,943.65,943,943,99
01-10-2021 14:37,942.95,944,942.5,944,1480
01-10-2021 14:38,943.35,944,943,944,1248
01-10-2021 14:39,944.25,946,944.25,945.55,3744
01-10-2021 14:40,945.55,946.55,945.55,946.45,4652
01-10-2021 14:41,946.4,946.4,943.55,945.65,1999
01-10-2021 14:42,946,946.5,945.25,945.35,1638
01-10-2021 14:43,945,946,944.4,945,1552
01-10-2021 14:44,944.3,944.55,943.6,943.6,558
01-10-2021 14:45,944,944,943.3,943.35,501
01-10-2021 14:46,943.75,944.45,943.7,944.25,607
01-10-2021 14:47,944.25,945.3,943.95,945,1660
01-10-2021 14:48,944.85,945.35,943.55,943.8,8746
01-10-2021 14:49,943.65,944.8,943.5,943.5,610
01-10-2021 14:50,943.75,943.8,943.5,943.8,358
01-10-2021 14:51,943.5,943.75,942,942,4207
01-10-2021 14:52,941.75,943.55,941.75,942.5,2105
01-10-2021 14:53,942.5,942.7,942.05,942.25,603
01-10-2021 14:54,942.25,943,942.1,943,736
01-10-2021 14:55,942.6,942.95,941.15,941.2,1486
01-10-2021 14:56,941.25,942.15,940.85,941.25,2188
01-10-2021 14:57,941.3,941.7,940.85,941.6,1664
01-10-2021 14:58,941.25,941.35,940.8,941,2674
01-10-2021 14:59,941,941.25,940.6,940.65,682
01-10-2021 15:00,941,942.05,940.75,942,1394
01-10-2021 15:01,942,942.05,941.7,941.8,591
01-10-2021 15:02,942.05,942.45,941.75,942.45,1388
01-10-2021 15:03,942,942,941.8,942,1071
01-10-2021 15:04,942.35,942.35,941.9,941.9,786
01-10-2021 15:05,941.95,941.95,941.5,941.95,553
01-10-2021 15:06,941.9,941.9,941.35,941.6,331
01-10-2021 15:07,941.8,941.9,941.55,941.6,738
01-10-2021 15:08,941.55,942.9,941.55,942.8,1665
01-10-2021 15:09,942.25,943,942,943,2479
01-10-2021 15:10,942.95,942.95,942,942.35,296
01-10-2021 15:11,942.35,942.35,942,942.05,557
01-10-2021 15:12,942.1,942.6,942.1,942.55,710
01-10-2021 15:13,942,942,940.6,940.9,4010
01-10-2021 15:14,941,941.9,940.6,941.85,4602
01-10-2021 15:15,941.85,943.65,941.65,942.8,4920
01-10-2021 15:16,943.2,944,942.85,942.85,2019
01-10-2021 15:17,942.9,943.35,942.5,942.65,1123
01-10-2021 15:18,942.6,942.6,942,942.5,3654
01-10-2021 15:19,942.05,942.65,942,942.1,1581
01-10-2021 15:20,942.25,942.65,942.25,942.65,2698
01-10-2021 15:21,942.25,942.75,941.3,941.3,3262
01-10-2021 15:22,941.3,941.4,940.55,941,4423
01-10-2021 15:23,941.35,941.8,940.9,941.65,2429
01-10-2021 15:24,941.6,941.7,941.5,941.5,3472
01-10-2021 15:25,941.5,941.95,941.5,941.9,1078
01-10-2021 15:26,941.9,942.65,941.9,942.25,4218
01-10-2021 15:27,943,943,941.35,941.85,1980
01-10-2021 15:28,941.5,942,941.4,941.5,2344
01-10-2021 15:29,941.3,942,941,941,1605
01-10-2021 15:30,941,941,941,941,1
01-10-2021 16:00,942,942,942,942,1
01-10-2021 16:00,942,942,942,942,360
04-10-2021 09:07,948.95,948.95,948.95,948.95,1
04-10-2021 09:15,948.95,952.95,945.55,951,15988
04-10-2021 09:16,950.95,950.95,946.2,946.3,7427
04-10-2021 09:17,947,951,947,950,7672
04-10-2021 09:18,950.45,950.45,948.15,948.15,2719
04-10-2021 09:19,948.2,948.2,946,946.75,2801
04-10-2021 09:20,946.75,950.45,946.45,947.05,6174
04-10-2021 09:21,947.35,948.75,946.3,948.75,1730
04-10-2021 09:22,948.75,949,948.05,948.75,3007
04-10-2021 09:23,949.1,949.95,948.65,949.3,3411
04-10-2021 09:24,950.5,953.6,949.6,953.25,15786
04-10-2021 09:25,953.75,954.75,952.55,952.65,14422
04-10-2021 09:26,952.4,953,951,951.2,5822
04-10-2021 09:27,951,952.35,950,952.3,4221
04-10-2021 09:28,952.2,953,952,952.05,3451
04-10-2021 09:29,952.6,952.6,952,952,6044
04-10-2021 09:30,952,952.6,951,952.6,3987
04-10-2021 09:31,951.95,952.6,951.7,952.1,5277
04-10-2021 09:32,952.1,955,951.45,955,18876
04-10-2021 09:33,955,963.15,954.95,963.15,71509
04-10-2021 09:34,962.35,968,961.9,966,65561
04-10-2021 09:35,965.75,973,965.25,970.15,70866
04-10-2021 09:36,970.9,979,970.3,974,120103
04-10-2021 09:37,973.8,975.15,972.25,975,54981
04-10-2021 09:38,974.65,979.05,974.5,979.05,46546
04-10-2021 09:39,979.7,981.95,978.3,980.05,72613
04-10-2021 09:40,980,981,976,977.45,44042
04-10-2021 09:41,977,978.75,976.95,978.65,37786
04-10-2021 09:42,978.35,983.95,978.3,983.15,48517
04-10-2021 09:43,983.85,984,980.55,984,44226
04-10-2021 09:44,984.4,988,984.2,985.55,72775
04-10-2021 09:45,986,986,981,982.8,41925
04-10-2021 09:46,982.65,982.65,979.1,979.1,28967
04-10-2021 09:47,979.1,980,975.8,975.85,33624
04-10-2021 09:48,976.7,980,976.2,976.35,18209
04-10-2021 09:49,976,979.1,975.5,978.85,15535
04-10-2021 09:50,978.4,983.4,978.4,982.6,19528
04-10-2021 09:51,983.05,986.7,982.45,986.15,49707
04-10-2021 09:52,986.95,987,978.9,981,53822
04-10-2021 09:53,981.4,984.2,981.4,983.2,19977
04-10-2021 09:54,983.15,985,982.75,983.8,20340
04-10-2021 09:55,983.8,985,982.95,983.5,18170
04-10-2021 09:56,983.45,983.9,980.25,980.25,10449
04-10-2021 09:57,980.75,984.65,980.25,983.7,18953
04-10-2021 09:58,983.05,984.75,982.65,983.9,14635
04-10-2021 09:59,984.45,984.5,982.2,982.75,12127
04-10-2021 10:00,982.95,983.6,981,982.15,16574
04-10-2021 10:01,982.5,982.8,981.2,982.7,7273
04-10-2021 10:02,982.1,982.7,980,980.45,7096
04-10-2021 10:03,980,982,980,980,8803
04-10-2021 10:04,980,980.25,977.95,979.15,14182
04-10-2021 10:05,978.9,980.25,978.3,980,9783
04-10-2021 10:06,979.65,979.65,978.4,978.5,5241
04-10-2021 10:07,978.5,978.9,978,978.05,9840
04-10-2021 10:08,978,979.2,977.9,978.05,7472
04-10-2021 10:09,978.1,979.75,977,977,9728
04-10-2021 10:10,976.95,978.5,976.75,977.45,10498
04-10-2021 10:11,977.75,979.45,977,978,10370
04-10-2021 10:12,977.35,978.4,977.35,978.05,4319
04-10-2021 10:13,977.6,978.05,976,976,8701
04-10-2021 10:14,975.65,975.9,973.85,975.15,29101
04-10-2021 10:15,975.55,975.9,974.9,975.3,5792
04-10-2021 10:16,975,978.1,975,977.6,6231
04-10-2021 10:17,977.7,978,976.8,977.3,4549
04-10-2021 10:18,977.6,978,977.2,977.95,4597
04-10-2021 10:19,977.7,977.9,977.2,977.3,2765
04-10-2021 10:20,977.15,977.5,975.8,976.2,5181
04-10-2021 10:21,976.55,976.85,975.65,976.85,3068
04-10-2021 10:22,976.6,978.7,976.45,977.1,5404
04-10-2021 10:23,977.25,978.2,977,977.4,4503
04-10-2021 10:24,977.05,977.05,975,975.7,8847
04-10-2021 10:25,976.15,976.5,975.15,975.2,4328
04-10-2021 10:26,975.05,976.5,975.05,976.5,3591
04-10-2021 10:27,976,977.85,975.25,976.55,6395
04-10-2021 10:28,976.55,976.55,975.55,976.25,1721
04-10-2021 10:29,976.15,976.55,975.65,975.95,2251
04-10-2021 10:30,976.4,976.4,975.25,975.5,5242
04-10-2021 10:31,975.45,977,975.45,975.6,3426
04-10-2021 10:32,976,976.2,975.4,975.4,2419
04-10-2021 10:33,975.45,975.9,975.15,975.15,2839
04-10-2021 10:34,975.45,976.8,975,976.2,5432
04-10-2021 10:35,976.75,976.75,975.45,975.85,4412
04-10-2021 10:36,975.6,975.85,974.05,974.3,7751
04-10-2021 10:37,975,975,973,973.45,13177
04-10-2021 10:38,973.5,974.5,972.95,974,10878
04-10-2021 10:39,974,974.5,973.25,973.25,3134
04-10-2021 10:40,974.05,974.65,973,973,7450
04-10-2021 10:41,973.15,974.65,973,973.7,3074
04-10-2021 10:42,973.8,974.3,973.05,973.6,1063
04-10-2021 10:43,973,974.9,973,974.45,5787
04-10-2021 10:44,973.85,974.55,973.55,973.55,2102
04-10-2021 10:45,974.5,974.55,973.6,974,3889
04-10-2021 10:46,974.55,975,974,975,3353
04-10-2021 10:47,974.65,975.5,974.55,974.95,4357
04-10-2021 10:48,974.95,975.5,974,974.75,4739
04-10-2021 10:49,974.1,974.2,973.55,973.55,2235
04-10-2021 10:50,973.55,974,973.5,973.55,662
04-10-2021 10:51,973.5,974,973.5,973.75,1200
04-10-2021 10:52,973.5,974.75,973.05,973.5,3895
04-10-2021 10:53,973.1,974.5,973.1,974,2410
04-10-2021 10:54,974,974.45,973,973.3,6905
04-10-2021 10:55,973.3,973.75,972.85,973.4,2316
04-10-2021 10:56,973.4,974,972.7,973.45,2844
04-10-2021 10:57,973.5,974,972.7,973.5,2735
04-10-2021 10:58,973.2,974.55,973.2,973.7,4057
04-10-2021 10:59,973.95,975,973.05,974.75,3861
04-10-2021 11:00,974.85,975,973.85,974.5,5040
04-10-2021 11:01,974.7,975,974.05,974.45,7738
04-10-2021 11:02,974.75,975,974.5,975,3632
04-10-2021 11:03,975,975,974.7,974.95,1208
04-10-2021 11:04,974.8,975,974.75,975,1012
04-10-2021 11:05,974.75,975.15,974.75,975,1989
04-10-2021 11:06,975,978.6,974.8,977.55,15099
04-10-2021 11:07,977.9,978.7,975.15,977.4,10715
04-10-2021 11:08,977.3,979,977.1,977.65,12011
04-10-2021 11:09,977.65,978.2,977.65,978.2,1476
04-10-2021 11:10,978.3,980,978.3,980,6705
04-10-2021 11:11,979.45,983.5,979.45,982.75,30539
04-10-2021 11:12,982.8,984,982.05,983.95,21753
04-10-2021 11:13,984.4,984.55,982.6,982.6,10963
